EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD04126,KSP/DIS003/2026/04126,Digital Document,Key forensic evidence collected for Chain Snatching by Ramanagara Officer 1.,Ramanagara Officer 1,2026-11-11,Verified & Cataloged,EV-2026-4126,Ramanagara Central PS Crime Scene,Central Station Locker,OFF041,FSL Ramanagara,FSL-REPORT-4126,Intact Chain of Custody,evidence_4126.jpg,Indexed via AI OCR
EVD04127,KSP/DIS004/2026/04127,Physical Weapon,Key forensic evidence collected for Cyber Crime by Chikkaballapura Officer 2.,Chikkaballapura Officer 2,2026-12-12,Verified & Cataloged,EV-2026-4127,Chikkaballapura Cyber Crime PS Crime Scene,Central Station Locker,OFF057,FSL Chikkaballapura,FSL-REPORT-4127,Intact Chain of Custody,evidence_4127.jpg,Indexed via AI OCR
EVD04128,KSP/DIS005/2026/04128,Video Footage,Key forensic evidence collected for UPI Fraud by Kolar Officer 3.,Kolar Officer 3,2026-01-13,Verified & Cataloged,EV-2026-4128,Kolar Traffic PS Crime Scene,Central Station Locker,OFF073,FSL Kolar,FSL-REPORT-4128,Intact Chain of Custody,evidence_4128.jpg,Indexed via AI OCR
EVD04129,KSP/DIS006/2026/04129,Digital Document,Key forensic evidence collected for Online Banking Fraud by Tumakuru Officer 4.,Tumakuru Officer 4,2026-02-14,Verified & Cataloged,EV-2026-4129,Tumakuru Town PS Crime Scene,Central Station Locker,OFF089,FSL Tumakuru,FSL-REPORT-4129,Intact Chain of Custody,evidence_4129.jpg,Indexed via AI OCR
EVD04130,KSP/DIS007/2026/04130,Physical Weapon,Key forensic evidence collected for Identity Theft by Shivamogga Officer 5.,Shivamogga Officer 5,2026-03-15,Verified & Cataloged,EV-2026-4130,Shivamogga Central PS Crime Scene,Central Station Locker,OFF105,FSL Shivamogga,FSL-REPORT-4130,Intact Chain of Custody,evidence_4130.jpg,Indexed via AI OCR
EVD04131,KSP/DIS008/2026/04131,Video Footage,Key forensic evidence collected for ATM Fraud by Chitradurga Officer 6.,Chitradurga Officer 6,2026-04-16,Verified & Cataloged,EV-2026-4131,Chitradurga Cyber Crime PS Crime Scene,Central Station Locker,OFF121,FSL Chitradurga,FSL-REPORT-4131,Intact Chain of Custody,evidence_4131.jpg,Indexed via AI OCR
EVD04132,KSP/DIS009/2026/04132,Digital Document,Key forensic evidence collected for Rape by Davanagere Officer 7.,Davanagere Officer 7,2026-05-17,Verified & Cataloged,EV-2026-4132,Davanagere Traffic PS Crime Scene,Central Station Locker,OFF137,FSL Davanagere,FSL-REPORT-4132,Intact Chain of Custody,evidence_4132.jpg,Indexed via AI OCR
EVD04133,KSP/DIS010/2026/04133,Physical Weapon,Key forensic evidence collected for Sexual Assault by Mysuru Officer 8.,Mysuru Officer 8,2026-06-18,Verified & Cataloged,EV-2026-4133,Mysuru Town PS Crime Scene,Central Station Locker,OFF153,FSL Mysuru,FSL-REPORT-4133,Intact Chain of Custody,evidence_4133.jpg,Indexed via AI OCR
EVD04134,KSP/DIS011/2026/04134,Video Footage,Key forensic evidence collected for POCSO by Mandya Officer 9.,Mandya Officer 9,2026-07-19,Verified & Cataloged,EV-2026-4134,Mandya Central PS Crime Scene,Central Station Locker,OFF169,FSL Mandya,FSL-REPORT-4134,Intact Chain of Custody,evidence_4134.jpg,Indexed via AI OCR
EVD04135,KSP/DIS012/2026/04135,Digital Document,Key forensic evidence collected for Domestic Violence by Hassan Officer 10.,Hassan Officer 10,2026-08-20,Verified & Cataloged,EV-2026-4135,Hassan Cyber Crime PS Crime Scene,Central Station Locker,OFF185,FSL Hassan,FSL-REPORT-4135,Intact Chain of Custody,evidence_4135.jpg,Indexed via AI OCR
EVD04136,KSP/DIS013/2026/04136,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Chamarajanagara Officer 11.,Chamarajanagara Officer 11,2026-09-21,Verified & Cataloged,EV-2026-4136,Chamarajanagara Traffic PS Crime Scene,Central Station Locker,OFF201,FSL Chamarajanagara,FSL-REPORT-4136,Intact Chain of Custody,evidence_4136.jpg,Indexed via AI OCR
EVD04137,KSP/DIS014/2026/04137,Video Footage,Key forensic evidence collected for Drug Trafficking by Kodagu Officer 12.,Kodagu Officer 12,2026-10-22,Verified & Cataloged,EV-2026-4137,Kodagu Town PS Crime Scene,Central Station Locker,OFF217,FSL Kodagu,FSL-REPORT-4137,Intact Chain of Custody,evidence_4137.jpg,Indexed via AI OCR
EVD04138,KSP/DIS015/2026/04138,Digital Document,Key forensic evidence collected for Human Trafficking by Dakshina Kannada (Mangaluru) Officer 13.,Dakshina Kannada (Mangaluru) Officer 13,2026-11-23,Verified & Cataloged,EV-2026-4138,Dakshina Kannada (Mangaluru) Central PS Crime Scene,Central Station Locker,OFF233,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-4138,Intact Chain of Custody,evidence_4138.jpg,Indexed via AI OCR
EVD04139,KSP/DIS016/2026/04139,Physical Weapon,Key forensic evidence collected for Gambling by Udupi Officer 14.,Udupi Officer 14,2026-12-24,Verified & Cataloged,EV-2026-4139,Udupi Cyber Crime PS Crime Scene,Central Station Locker,OFF249,FSL Udupi,FSL-REPORT-4139,Intact Chain of Custody,evidence_4139.jpg,Indexed via AI OCR
EVD04140,KSP/DIS017/2026/04140,Video Footage,Key forensic evidence collected for Wildlife Crime by Uttara Kannada (Karwar) Officer 15.,Uttara Kannada (Karwar) Officer 15,2026-01-25,Verified & Cataloged,EV-2026-4140,Uttara Kannada (Karwar) Traffic PS Crime Scene,Central Station Locker,OFF265,FSL Uttara Kannada (Karwar),FSL-REPORT-4140,Intact Chain of Custody,evidence_4140.jpg,Indexed via AI OCR
EVD04141,KSP/DIS018/2026/04141,Digital Document,Key forensic evidence collected for Forest Crime by Belagavi Officer 1.,Belagavi Officer 1,2026-02-26,Verified & Cataloged,EV-2026-4141,Belagavi Town PS Crime Scene,Central Station Locker,OFF266,FSL Belagavi,FSL-REPORT-4141,Intact Chain of Custody,evidence_4141.jpg,Indexed via AI OCR
EVD04142,KSP/DIS019/2026/04142,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Dharwad Officer 2.,Dharwad Officer 2,2026-03-27,Verified & Cataloged,EV-2026-4142,Dharwad Central PS Crime Scene,Central Station Locker,OFF282,FSL Dharwad,FSL-REPORT-4142,Intact Chain of Custody,evidence_4142.jpg,Indexed via AI OCR
EVD04143,KSP/DIS020/2026/04143,Video Footage,Key forensic evidence collected for Corruption by Hubballi City Officer 3.,Hubballi City Officer 3,2026-04-28,Verified & Cataloged,EV-2026-4143,Hubballi City Cyber Crime PS Crime Scene,Central Station Locker,OFF298,FSL Hubballi City,FSL-REPORT-4143,Intact Chain of Custody,evidence_4143.jpg,Indexed via AI OCR
EVD04144,KSP/DIS021/2026/04144,Digital Document,Key forensic evidence collected for Economic Offence by Gadag Officer 4.,Gadag Officer 4,2026-05-01,Verified & Cataloged,EV-2026-4144,Gadag Traffic PS Crime Scene,Central Station Locker,OFF314,FSL Gadag,FSL-REPORT-4144,Intact Chain of Custody,evidence_4144.jpg,Indexed via AI OCR
EVD04145,KSP/DIS022/2026/04145,Physical Weapon,Key forensic evidence collected for White Collar Crime by Haveri Officer 5.,Haveri Officer 5,2026-06-02,Verified & Cataloged,EV-2026-4145,Haveri Town PS Crime Scene,Central Station Locker,OFF330,FSL Haveri,FSL-REPORT-4145,Intact Chain of Custody,evidence_4145.jpg,Indexed via AI OCR
EVD04146,KSP/DIS023/2026/04146,Video Footage,Key forensic evidence collected for Smuggling by Vijayapura Officer 6.,Vijayapura Officer 6,2026-07-03,Verified & Cataloged,EV-2026-4146,Vijayapura Central PS Crime Scene,Central Station Locker,OFF346,FSL Vijayapura,FSL-REPORT-4146,Intact Chain of Custody,evidence_4146.jpg,Indexed via AI OCR
EVD04147,KSP/DIS024/2026/04147,Digital Document,Key forensic evidence collected for Extortion by Bagalkote Officer 7.,Bagalkote Officer 7,2026-08-04,Verified & Cataloged,EV-2026-4147,Bagalkote Cyber Crime PS Crime Scene,Central Station Locker,OFF362,FSL Bagalkote,FSL-REPORT-4147,Intact Chain of Custody,evidence_4147.jpg,Indexed via AI OCR
EVD04148,KSP/DIS025/2026/04148,Physical Weapon,Key forensic evidence collected for Blackmail by Kalaburagi Officer 8.,Kalaburagi Officer 8,2026-09-05,Verified & Cataloged,EV-2026-4148,Kalaburagi Traffic PS Crime Scene,Central Station Locker,OFF378,FSL Kalaburagi,FSL-REPORT-4148,Intact Chain of Custody,evidence_4148.jpg,Indexed via AI OCR
EVD04149,KSP/DIS026/2026/04149,Video Footage,Key forensic evidence collected for Counterfeit Currency by Bidar Officer 9.,Bidar Officer 9,2026-10-06,Verified & Cataloged,EV-2026-4149,Bidar Town PS Crime Scene,Central Station Locker,OFF394,FSL Bidar,FSL-REPORT-4149,Intact Chain of Custody,evidence_4149.jpg,Indexed via AI OCR
EVD04150,KSP/DIS027/2026/04150,Digital Document,Key forensic evidence collected for Fake Documents by Raichur Officer 10.,Raichur Officer 10,2026-11-07,Verified & Cataloged,EV-2026-4150,Raichur Central PS Crime Scene,Central Station Locker,OFF410,FSL Raichur,FSL-REPORT-4150,Intact Chain of Custody,evidence_4150.jpg,Indexed via AI OCR
EVD04151,KSP/DIS028/2026/04151,Physical Weapon,Key forensic evidence collected for Hit and Run by Koppal Officer 11.,Koppal Officer 11,2026-12-08,Verified & Cataloged,EV-2026-4151,Koppal Cyber Crime PS Crime Scene,Central Station Locker,OFF426,FSL Koppal,FSL-REPORT-4151,Intact Chain of Custody,evidence_4151.jpg,Indexed via AI OCR
EVD04152,KSP/DIS029/2026/04152,Video Footage,Key forensic evidence collected for Road Accident by Yadgir Officer 12.,Yadgir Officer 12,2026-01-09,Verified & Cataloged,EV-2026-4152,Yadgir Traffic PS Crime Scene,Central Station Locker,OFF442,FSL Yadgir,FSL-REPORT-4152,Intact Chain of Custody,evidence_4152.jpg,Indexed via AI OCR
EVD04153,KSP/DIS030/2026/04153,Digital Document,Key forensic evidence collected for Fire Incident by Ballari Officer 13.,Ballari Officer 13,2026-02-10,Verified & Cataloged,EV-2026-4153,Ballari Town PS Crime Scene,Central Station Locker,OFF458,FSL Ballari,FSL-REPORT-4153,Intact Chain of Custody,evidence_4153.jpg,Indexed via AI OCR
EVD04154,KSP/DIS031/2026/04154,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Vijayanagara (Hospete) Officer 14.,Vijayanagara (Hospete) Officer 14,2026-03-11,Verified & Cataloged,EV-2026-4154,Vijayanagara (Hospete) Central PS Crime Scene,Central Station Locker,OFF474,FSL Vijayanagara (Hospete),FSL-REPORT-4154,Intact Chain of Custody,evidence_4154.jpg,Indexed via AI OCR
EVD04155,KSP/DIS001/2026/04155,Video Footage,Key forensic evidence collected for Suicide Investigation by Bengaluru Urban Officer 12.,Bengaluru Urban Officer 12,2026-04-12,Verified & Cataloged,EV-2026-4155,Whitefield Police Station Crime Scene,Central Station Locker,OFF022,FSL Bengaluru Urban,FSL-REPORT-4155,Intact Chain of Custody,evidence_4155.jpg,Indexed via AI OCR
EVD04156,KSP/DIS002/2026/04156,Digital Document,Key forensic evidence collected for Property Disputes by Bengaluru Rural Officer 1.,Bengaluru Rural Officer 1,2026-05-13,Verified & Cataloged,EV-2026-4156,Bengaluru Rural Traffic PS Crime Scene,Central Station Locker,OFF026,FSL Bengaluru Rural,FSL-REPORT-4156,Intact Chain of Custody,evidence_4156.jpg,Indexed via AI OCR
EVD04157,KSP/DIS003/2026/04157,Physical Weapon,Key forensic evidence collected for Public Disturbance by Ramanagara Officer 2.,Ramanagara Officer 2,2026-06-14,Verified & Cataloged,EV-2026-4157,Ramanagara Town PS Crime Scene,Central Station Locker,OFF042,FSL Ramanagara,FSL-REPORT-4157,Intact Chain of Custody,evidence_4157.jpg,Indexed via AI OCR
EVD04158,KSP/DIS004/2026/04158,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Chikkaballapura Officer 3.,Chikkaballapura Officer 3,2026-07-15,Verified & Cataloged,EV-2026-4158,Chikkaballapura Central PS Crime Scene,Central Station Locker,OFF058,FSL Chikkaballapura,FSL-REPORT-4158,Intact Chain of Custody,evidence_4158.jpg,Indexed via AI OCR
EVD04159,KSP/DIS005/2026/04159,Digital Document,Key forensic evidence collected for Murder by Kolar Officer 4.,Kolar Officer 4,2026-08-16,Verified & Cataloged,EV-2026-4159,Kolar Cyber Crime PS Crime Scene,Central Station Locker,OFF074,FSL Kolar,FSL-REPORT-4159,Intact Chain of Custody,evidence_4159.jpg,Indexed via AI OCR
EVD04160,KSP/DIS006/2026/04160,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Tumakuru Officer 5.,Tumakuru Officer 5,2026-09-17,Verified & Cataloged,EV-2026-4160,Tumakuru Traffic PS Crime Scene,Central Station Locker,OFF090,FSL Tumakuru,FSL-REPORT-4160,Intact Chain of Custody,evidence_4160.jpg,Indexed via AI OCR
EVD04161,KSP/DIS007/2026/04161,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Shivamogga Officer 6.,Shivamogga Officer 6,2026-10-18,Verified & Cataloged,EV-2026-4161,Shivamogga Town PS Crime Scene,Central Station Locker,OFF106,FSL Shivamogga,FSL-REPORT-4161,Intact Chain of Custody,evidence_4161.jpg,Indexed via AI OCR
EVD04162,KSP/DIS008/2026/04162,Digital Document,Key forensic evidence collected for Kidnapping by Chitradurga Officer 7.,Chitradurga Officer 7,2026-11-19,Verified & Cataloged,EV-2026-4162,Chitradurga Central PS Crime Scene,Central Station Locker,OFF122,FSL Chitradurga,FSL-REPORT-4162,Intact Chain of Custody,evidence_4162.jpg,Indexed via AI OCR
EVD04163,KSP/DIS009/2026/04163,Physical Weapon,Key forensic evidence collected for Missing Person by Davanagere Officer 8.,Davanagere Officer 8,2026-12-20,Verified & Cataloged,EV-2026-4163,Davanagere Cyber Crime PS Crime Scene,Central Station Locker,OFF138,FSL Davanagere,FSL-REPORT-4163,Intact Chain of Custody,evidence_4163.jpg,Indexed via AI OCR
EVD04164,KSP/DIS010/2026/04164,Video Footage,Key forensic evidence collected for Theft by Mysuru Officer 9.,Mysuru Officer 9,2026-01-21,Verified & Cataloged,EV-2026-4164,Mysuru Traffic PS Crime Scene,Central Station Locker,OFF154,FSL Mysuru,FSL-REPORT-4164,Intact Chain of Custody,evidence_4164.jpg,Indexed via AI OCR
EVD04165,KSP/DIS011/2026/04165,Digital Document,Key forensic evidence collected for Vehicle Theft by Mandya Officer 10.,Mandya Officer 10,2026-02-22,Verified & Cataloged,EV-2026-4165,Mandya Town PS Crime Scene,Central Station Locker,OFF170,FSL Mandya,FSL-REPORT-4165,Intact Chain of Custody,evidence_4165.jpg,Indexed via AI OCR
EVD04166,KSP/DIS012/2026/04166,Physical Weapon,Key forensic evidence collected for Burglary by Hassan Officer 11.,Hassan Officer 11,2026-03-23,Verified & Cataloged,EV-2026-4166,Hassan Central PS Crime Scene,Central Station Locker,OFF186,FSL Hassan,FSL-REPORT-4166,Intact Chain of Custody,evidence_4166.jpg,Indexed via AI OCR
EVD04167,KSP/DIS013/2026/04167,Video Footage,Key forensic evidence collected for Robbery by Chamarajanagara Officer 12.,Chamarajanagara Officer 12,2026-04-24,Verified & Cataloged,EV-2026-4167,Chamarajanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF202,FSL Chamarajanagara,FSL-REPORT-4167,Intact Chain of Custody,evidence_4167.jpg,Indexed via AI OCR
EVD04168,KSP/DIS014/2026/04168,Digital Document,Key forensic evidence collected for Chain Snatching by Kodagu Officer 13.,Kodagu Officer 13,2026-05-25,Verified & Cataloged,EV-2026-4168,Kodagu Traffic PS Crime Scene,Central Station Locker,OFF218,FSL Kodagu,FSL-REPORT-4168,Intact Chain of Custody,evidence_4168.jpg,Indexed via AI OCR
EVD04169,KSP/DIS015/2026/04169,Physical Weapon,Key forensic evidence collected for Cyber Crime by Dakshina Kannada (Mangaluru) Officer 14.,Dakshina Kannada (Mangaluru) Officer 14,2026-06-26,Verified & Cataloged,EV-2026-4169,Dakshina Kannada (Mangaluru) Town PS Crime Scene,Central Station Locker,OFF234,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-4169,Intact Chain of Custody,evidence_4169.jpg,Indexed via AI OCR
EVD04170,KSP/DIS016/2026/04170,Video Footage,Key forensic evidence collected for UPI Fraud by Udupi Officer 15.,Udupi Officer 15,2026-07-27,Verified & Cataloged,EV-2026-4170,Udupi Central PS Crime Scene,Central Station Locker,OFF250,FSL Udupi,FSL-REPORT-4170,Intact Chain of Custody,evidence_4170.jpg,Indexed via AI OCR
EVD04171,KSP/DIS017/2026/04171,Digital Document,Key forensic evidence collected for Online Banking Fraud by Uttara Kannada (Karwar) Officer 1.,Uttara Kannada (Karwar) Officer 1,2026-08-28,Verified & Cataloged,EV-2026-4171,Uttara Kannada (Karwar) Cyber Crime PS Crime Scene,Central Station Locker,OFF251,FSL Uttara Kannada (Karwar),FSL-REPORT-4171,Intact Chain of Custody,evidence_4171.jpg,Indexed via AI OCR
EVD04172,KSP/DIS018/2026/04172,Physical Weapon,Key forensic evidence collected for Identity Theft by Belagavi Officer 2.,Belagavi Officer 2,2026-09-01,Verified & Cataloged,EV-2026-4172,Belagavi Traffic PS Crime Scene,Central Station Locker,OFF267,FSL Belagavi,FSL-REPORT-4172,Intact Chain of Custody,evidence_4172.jpg,Indexed via AI OCR
EVD04173,KSP/DIS019/2026/04173,Video Footage,Key forensic evidence collected for ATM Fraud by Dharwad Officer 3.,Dharwad Officer 3,2026-10-02,Verified & Cataloged,EV-2026-4173,Dharwad Town PS Crime Scene,Central Station Locker,OFF283,FSL Dharwad,FSL-REPORT-4173,Intact Chain of Custody,evidence_4173.jpg,Indexed via AI OCR
EVD04174,KSP/DIS020/2026/04174,Digital Document,Key forensic evidence collected for Rape by Hubballi City Officer 4.,Hubballi City Officer 4,2026-11-03,Verified & Cataloged,EV-2026-4174,Hubballi City Central PS Crime Scene,Central Station Locker,OFF299,FSL Hubballi City,FSL-REPORT-4174,Intact Chain of Custody,evidence_4174.jpg,Indexed via AI OCR
EVD04175,KSP/DIS021/2026/04175,Physical Weapon,Key forensic evidence collected for Sexual Assault by Gadag Officer 5.,Gadag Officer 5,2026-12-04,Verified & Cataloged,EV-2026-4175,Gadag Cyber Crime PS Crime Scene,Central Station Locker,OFF315,FSL Gadag,FSL-REPORT-4175,Intact Chain of Custody,evidence_4175.jpg,Indexed via AI OCR
EVD04176,KSP/DIS022/2026/04176,Video Footage,Key forensic evidence collected for POCSO by Haveri Officer 6.,Haveri Officer 6,2026-01-05,Verified & Cataloged,EV-2026-4176,Haveri Traffic PS Crime Scene,Central Station Locker,OFF331,FSL Haveri,FSL-REPORT-4176,Intact Chain of Custody,evidence_4176.jpg,Indexed via AI OCR
EVD04177,KSP/DIS023/2026/04177,Digital Document,Key forensic evidence collected for Domestic Violence by Vijayapura Officer 7.,Vijayapura Officer 7,2026-02-06,Verified & Cataloged,EV-2026-4177,Vijayapura Town PS Crime Scene,Central Station Locker,OFF347,FSL Vijayapura,FSL-REPORT-4177,Intact Chain of Custody,evidence_4177.jpg,Indexed via AI OCR
EVD04178,KSP/DIS024/2026/04178,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Bagalkote Officer 8.,Bagalkote Officer 8,2026-03-07,Verified & Cataloged,EV-2026-4178,Bagalkote Central PS Crime Scene,Central Station Locker,OFF363,FSL Bagalkote,FSL-REPORT-4178,Intact Chain of Custody,evidence_4178.jpg,Indexed via AI OCR
EVD04179,KSP/DIS025/2026/04179,Video Footage,Key forensic evidence collected for Drug Trafficking by Kalaburagi Officer 9.,Kalaburagi Officer 9,2026-04-08,Verified & Cataloged,EV-2026-4179,Kalaburagi Cyber Crime PS Crime Scene,Central Station Locker,OFF379,FSL Kalaburagi,FSL-REPORT-4179,Intact Chain of Custody,evidence_4179.jpg,Indexed via AI OCR
EVD04180,KSP/DIS026/2026/04180,Digital Document,Key forensic evidence collected for Human Trafficking by Bidar Officer 10.,Bidar Officer 10,2026-05-09,Verified & Cataloged,EV-2026-4180,Bidar Traffic PS Crime Scene,Central Station Locker,OFF395,FSL Bidar,FSL-REPORT-4180,Intact Chain of Custody,evidence_4180.jpg,Indexed via AI OCR
EVD04181,KSP/DIS027/2026/04181,Physical Weapon,Key forensic evidence collected for Gambling by Raichur Officer 11.,Raichur Officer 11,2026-06-10,Verified & Cataloged,EV-2026-4181,Raichur Town PS Crime Scene,Central Station Locker,OFF411,FSL Raichur,FSL-REPORT-4181,Intact Chain of Custody,evidence_4181.jpg,Indexed via AI OCR
